ID No.	Nickname	Ref. No	PCE_max(%)	PCE_ave(%)	Voc (V)	Jsc (mA cm^2)	FF	Mw (kg mol^-1)	Mn (kg mol^-1)	PDI (=Mw/Mn)	Monomer (g mol^-1)	-HOMO (eV)	-LUMO (eV)	bandgap(eV)	SMILES
674	PT-MIM	S268	3.55 	3.40 	0.700 	10.560 	0.480 	24.1 	13.4 	1.80 	1013	5.78 	3.83 	1.57 	O=C(N1CC(CCCCCCCC)CCCCCC)/C(C2=C1C=C(C)C=C2)=C3C(N(CC(CCCCCC)CCCCCCCC)C4=CC(C5=CC(C)=C(C6=CC=C(C7=C(C)C=C(C)S7)S6)S5)=CC=C4/3)=O
675	PBDTO-MIM	S268	4.98 	4.90 	0.730 	10.700 	0.640 	190.5 	63.5 	3.00 	1375	5.87 	3.91 	1.66 	O=C(N1CC(CCCCCCCC)CCCCCC)/C(C2=C1C=C(C)C=C2)=C3C(N(CC(CCCCCC)CCCCCCCC)C4=CC(C5=CC(C)=C(C6=CC7=C(OCC(CCCC)CC)C8=C(C=C(C9=C(C)C=C(C)S9)S8)C(OCC(CCCC)CC)=C7S6)S5)=CC=C4/3)=O
676	PBDTA-MIM	S268	5.36 	5.10 	0.800 	10.200 	0.650 	277.2 	69.3 	4.00 	1483	5.94 	3.81 	1.66 	O=C(N1CC(CCCCCCCC)CCCCCC)/C(C2=C1C=C(C)C=C2)=C3C(N(CC(CCCCCC)CCCCCCCC)C4=CC(C5=CC(C)=C(C6=CC7=C(CCC(CCCC)CCCCCC)C8=C(C=C(C9=C(C)C=C(C)S9)S8)C(CCC(CCCC)CCCCCC)=C7S6)S5)=CC=C4/3)=O
677	PBDT-ID	S269	2.80 	2.80 	0.850 	6.400 	0.520 	165.0 	33.0 	5.00 	1183	5.81 	4.18 	1.63 	CC1=CC2=C(OCC(CC)CCCC)C(S3)=C(C(OCC(CC)CCCC)=C2S1)C=C3C4=CC5=C(/C(C(N5CC(CCCCCCCC)CCCCCC)=O)=C6C(N(CC(CCCCCC)CCCCCCCC)C7=CC(C)=CC=C7\6)=O)C=C4
678	PBDT-TIT	S269	4.85 	4.35 	0.790 	9.380 	0.660 	109.2 	42.0 	2.60 	1347	5.75 	4.08 	1.68 	CC1=CC2=C(OCC(CC)CCCC)C3=C(C(OCC(CC)CCCC)=C2S1)C=C(C4=CC=C(C5=CC6=C(/C(C(N6CC(CCCCCCCC)CCCCCC)=O)=C7C(N(CC(CCCCCC)CCCCCCCC)C8=CC(C9=CC=C(C)S9)=CC=C8\7)=O)C=C5)S4)S3
679	PBDT-BTI	S269	7.31 	7.31 	0.720 	14.960 	0.680 	181.5 	55.0 	3.30 	1735	5.62 	3.99 	1.63 	O=C(N1CC(CCCCCCCC)CCCCCC)/C(C2=C1C=C(C3=CC(CCCCCCCC)=C(S3)C(S4)=CC=C4C5=CC(C(OC[C@H](CC)CCCC)=C(SC(C6=CC=C(C7=C(CCCCCCCC)C=C(C)S7)S6)=C8)C8=C9OCC(CC)CCCC)=C9S5)C=C2)=C%10C(N(CC(CCCCCC)CCCCCCCC)C%11=CC(C)=CC=C%11/%10)=O
680	PBDT-TTI	S269	3.98 	3.98 	0.660 	11.820 	0.520 	625.5 	139.0 	4.50 	2123	5.62 	3.99 	1.63 	O=C(N1CC(CCCCCCCC)CCCCCC)/C(C2=C1C=C(C3=CC(CCCCCCCC)=C(S3)C4=CC(CCCCCCCC)=C(S4)C(S5)=CC=C5C6=CC(C(OC[C@@H](CC)CCCC)=C(SC(C7=CC=C(C8=C(CCCCCCCC)C=C(C9=C(CCCCCCCC)C=C(C)S9)S8)S7)=C%10)C%10=C%11OCC(CC)CCCC)=C%11S6)C=C2)=C%12C(N(CC(CCCCCC)CCCCCCCC)C%13=CC(C)=CC=C%13/%12)=O
681	PBDT-IIG	S270	5.86 	5.74 	0.850 	10.480 	0.658 	54.6 	21.0 	2.60 	1591	5.38 	3.35 	1.59 	O=C(N1CC(CCCCCCCC)CCCCCCCCCC)/C(C2=C1C=C(C(S3)=CC=C3C4=CC(C(C5=CC=C(CC(CC)CCCC)S5)=C(SC(C6=CC=C(C)S6)=C7)C7=C8C9=CC=C(CC(CC)CCCC)S9)=C8S4)C=C2)=C%10C(N(CC(CCCCCCCCCC)CCCCCCCC)C%11=CC(C)=CC=C%11/%10)=O
682	PBDT-TIIG	S270	2.55 	2.43 	0.380 	11.740 	0.572 	95.2 	34.0 	2.80 	1603	4.96 	3.29 	1.05 	O=C1/C(C2=C(C=C(C(S3)=CC=C3C4=CC(C(C5=CC=C(CC(CC)CCCC)S5)=C(SC(C6=CC=C(C)S6)=C7)C7=C8C9=CC=C(CC(CC)CCCC)S9)=C8S4)S2)N1CC(CCCCCCCC)CCCCCCCCCC)=C%10C(N(CC(CCCCCCCCCC)CCCCCCCC)C%11=C/%10SC(C)=C%11)=O
683	PBDTT?ID	S271	4.76 	4.76 	0.880 	8.950 	0.600 	88.7 	36.8 	2.41 	1479	5.52 	3.92 	1.60 	O=C(N1CC(CC)CCCC)/C(C2=C1C=C(C(S3)=CC=C3C4=CC(C(C5=CC(CCCCCCCC)=C(CCCCCCCC)S5)=C(SC(C)=C6)C6=C7C8=CC(CCCCCCCC)=C(CCCCCCCC)S8)=C7S4)C=C2)=C9C(N(CC(CCCC)CC)C%10=CC(C%11=CC=C(C)S%11)=CC=C%10/9)=O
684	PBDTT?FID	S271	7.04 	7.04 	0.920 	11.300 	0.680 	98.6 	37.2 	2.65 	1515	5.64 	4.06 	1.58 	O=C(N1CC(CC)CCCC)/C(C2=C1C(F)=C(C(S3)=CC=C3C4=CC(C(C5=CC(CCCCCCCC)=C(CCCCCCCC)S5)=C(SC(C)=C6)C6=C7C8=CC(CCCCCCCC)=C(CCCCCCCC)S8)=C7S4)C=C2)=C9C(N(CC(CCCC)CC)C%10=C(F)C(C%11=CC=C(C)S%11)=CC=C%10/9)=O
685	P1	S272	1.05 	1.05 	0.750 	4.000 	0.340 	70.2 	23.4 	3.00 	698	5.62 	3.90 	1.72 	CC1=CC(C(C#CC2=CC=C(CCCCCCCCCC)C=C2)=C(SC(C)=C3)C3=C4C#CC5=CC=C(CCCCCCCCCC)C=C5)=C4S1
686	P2	S272	0.47 	0.47 	0.850 	3.300 	0.330 	54.8 	27.4 	2.00 	867	5.61 	3.87 	1.74 	CC1=CC(C(C#CC2=CC=C(CCCCCCCCCCCCCCCC)C=C2)=C(SC(C)=C3)C3=C4C#CC5=CC=C(CCCCCCCCCCCCCCCC)C=C5)=C4S1
687	P1	S273	1.19 	1.19 	0.830 	3.710 	0.390 	65.1 	29.6 	2.20 	666	5.39 	3.32 	2.07 	CC(O1)=CC(C1=C(C#CC2=CC=C(CCCCCCCCCC)C=C2)C3=C4OC(C)=C3)=C4C#CC5=CC=C(CCCCCCCCCC)C=C5
688	P2	S273	0.79 	0.79 	0.810 	2.240 	0.440 	56.3 	22.5 	2.50 	1335	5.30 	3.26 	2.04 	CC(O1)=CC(C1=C(C#CC2=CC=C(CCCCCCCCCC)C=C2)C3=C4OC(C(S5)=CC(C5=C(C#CC6=CC=C(CCCCCCCCCC)C=C6)C7=C8SC(C)=C7)=C8C#CC9=CC=C(CCCCCCCCCC)C=C9)=C3)=C4C#CC%10=CC=C(CCCCCCCCCC)C=C%10
689	syn-PBDFID	S274	1.44 	1.44 	0.850 	2.890 	0.590 	343.5 	146.8 	2.34 	1007	5.63 	3.90 	1.73 	CC1=CC2=C(C=C(OC(C3=CC=C(/C(C(N4CC(CCCCCCCC)CCCCCCCCCC)=O)=C5C(N(CC(CCCCCCCCCC)CCCCCCCC)C6=C\5C=CC(C)=C6)=O)C4=C3)=C7)C7=C2)O1
690	anti-PBDFID	S274	0.65 	0.65 	0.750 	1.740 	0.480 	88.7 	34.8 	2.55 	1007	5.49 	3.85 	1.64 	CC1=CC2=C(C=C(C=C(C3=CC=C(/C(C(N4CC(CCCCCCCC)CCCCCCCCCC)=O)=C5C(N(CC(CCCCCCCCCC)CCCCCCCC)C6=C\5C=CC(C)=C6)=O)C4=C3)O7)C7=C2)O1
691	P1	S275	2.89 	2.89 	0.690 	7.000 	0.600 	55.6 	28.9 	1.90 	1401	5.50 	3.70 	1.80 	O=C1C(C2=C(C3=CC=C(C)O3)N1CC(CCCC)CC)=C(C(O4)=CC=C4C(S5)=CC(CCCCCCCCCC)=C5C(O6)=C(CCCCCCCCCC)C(C6=C7)=CC8=C7C(CCCCCCCCCC)=C(C9=C(CCCCCCCCCC)C=C(C)S9)O8)N(C[C@@H](CC)CCCC)C2=O
692	P2	S275	2.81 	2.81 	0.650 	7.700 	0.570 	44.2 	19.9 	2.20 	1569	5.50 	3.80 	1.70 	O=C1C(C2=C(C3=CC=C(C)O3)N1CCCCCCCCCCCCCC)=C(C(O4)=CC=C4C(S5)=CC(CCCCCCCCCC)=C5C(O6)=C(CCCCCCCCCC)C(C6=C7)=CC8=C7C(CCCCCCCCCC)=C(C9=C(CCCCCCCCCC)C=C(C)S9)O8)N(CCCCCCCCCCCCCC)C2=O
693	P3	S275	2.28 	2.28 	0.660 	7.400 	0.470 	24.0 	9.5 	2.50 	1433	5.60 	3.80 	1.80 	O=C1C(C2=C(C3=CC=C(C)S3)N1CC(CCCC)CC)=C(C(S4)=CC=C4C(S5)=CC(CCCCCCCCCC)=C5C(O6)=C(CCCCCCCCCC)C(C6=C7)=CC8=C7C(CCCCCCCCCC)=C(C9=C(CCCCCCCCCC)C=C(C)S9)O8)N(CC(CCCC)CC)C2=O
694	P4	S275	0.97 	0.97 	0.590 	4.200 	0.390 	8.1 	6.1 	1.30 	1601	5.60 	3.70 	1.90 	O=C1C(C2=C(C3=CC=C(C)S3)N1CCCCCCCCCCCCCC)=C(C(S4)=CC=C4C(S5)=CC(CCCCCCCCCC)=C5C(O6)=C(CCCCCCCCCC)C(C6=C7)=CC8=C7C(CCCCCCCCCC)=C(C9=C(CCCCCCCCCC)C=C(C)S9)O8)N(CCCCCCCCCCCCCC)C2=O
695	PBDFTT-C	S276	4.26 	4.26 	0.540 	13.130 	0.600 	69.2 	40.7 	1.70 	706	5.03 	3.63 	1.53 	CC1=CC2=C(C(OCCCCCCCC)=C(C=C(C3=C4C(SC(C(C(CC)CCCC)=O)=C4)=C(C)S3)O5)C5=C2OCCCCCCCC)O1
696	PBDFTT-EF	S276	5.17 	5.17 	0.610 	15.750 	0.538 	103.7 	61.0 	1.70 	754	5.07 	3.61 	1.53 	CC1=CC2=C(C(OCCCCCCCC)=C(C=C(C3=C4C(SC(C(OCC(CC)CCCC)=O)=C4F)=C(C)S3)O5)C5=C2OCCCCCCCC)O1
697	PBDFTT-CF	S276	5.23 	5.23 	0.630 	13.880 	0.598 	108.7 	45.3 	2.40 	724	5.11 	3.60 	1.52 	CC1=CC2=C(C(OCCCCCCCC)=C(C=C(C3=C4C(SC(C(C(CC)CCCC)=O)=C4F)=C(C)S3)O5)C5=C2OCCCCCCCC)O1
698	PBDFTT-S	S276	5.08 	5.08 	0.590 	14.210 	0.607 	48.8 	37.5 	1.30 	756	5.25 	3.61 	1.61 	CC1=CC2=C(C(OCCCCCCCC)=C(C=C(C3=C4C(SC(S(=O)(CC(CC)CCCC)=O)=C4)=C(C)S3)O5)C5=C2OCCCCCCCC)O1
699	PBDFTT-ECN	S276	2.28 	2.28 	0.870 	5.880 	0.446 	39.0 	30.0 	1.30 	761	5.44 	3.70 	1.60 	CC1=CC2=C(C(OCCCCCCCC)=C(C=C(C3=C4C(SC(C(OCC(CC)CCCC)=O)=C4C#N)=C(C)S3)O5)C5=C2OCCCCCCCC)O1
700	PBDFTT-CF-O	S277	5.22 	5.22 	0.630 	13.870 	0.597 	14.0 	4.7 	3.00 	724	4.98 	3.18 	1.51 	CC1=CC2=C(C(OCC(CC)CCCC)=C(C=C(C3=C4C(C(F)=C(C(C(CC)CCCC)=O)S4)=C(C)S3)O5)C5=C2OCC(CCCC)CC)O1
701	PBDFTT-CF-T	S277	6.26 	6.26 	0.780 	13.040 	0.616 	17.0 	4.7 	3.60 	856	5.21 	3.20 	1.49 	CC1=CC2=C(C(C3=CC=C(CC(CC)CCCC)S3)=C(C=C(C4=C5C(C(F)=C(C(C(CC)CCCC)=O)S5)=C(C)S4)O6)C6=C2C7=CC=C(CC(CCCC)CC)S7)O1
702	P1	S278	2.55 	2.39 	0.730 	6.040 	0.540 	73.2 	23.0 	3.18 	1000	5.15 	3.36 	1.56 	CC1=CC2=C(C(C3=CC=C(CCCCCCCCCCCC)S3)=C(C=C(C4=C5C(SC(C(C(CC)CCCC)=O)=C5F)=C(C)S4)S6)C6=C2C7=CC=C(CCCCCCCCCCCC)S7)S1
703	P2	S278	2.61 	2.50 	0.670 	6.320 	0.590 	86.5 	33.6 	2.57 	968	5.07 	3.29 	1.52 	CC1=CC2=C(C(C3=CC=C(CCCCCCCCCCCC)O3)=C(C=C(C4=C5C(SC(C(C(CC)CCCC)=O)=C5F)=C(C)S4)S6)C6=C2C7=CC=C(CCCCCCCCCCCC)O7)S1
704	P3	S278	3.34 	3.18 	0.680 	7.830 	0.600 	206.5 	50.6 	4.08 	968	5.18 	3.53 	1.51 	CC1=CC2=C(C(C3=CC=C(CCCCCCCCCCCC)S3)=C(C=C(C4=C5C(SC(C(C(CC)CCCC)=O)=C5F)=C(C)S4)O6)C6=C2C7=CC=C(CCCCCCCCCCCC)S7)O1
705	P4	S278	5.23 	5.01 	0.650 	12.110 	0.640 	337.5 	66.7 	5.06 	937	5.12 	3.56 	1.50 	CC1=CC2=C(C(C3=CC=C(CCCCCCCCCCCC)O3)=C(C=C(C4=C5C(SC(C(C(CC)CCCC)=O)=C5F)=C(C)S4)O6)C6=C2C7=CC=C(CCCCCCCCCCCC)O7)O1
706	BDF(2EH/C7)	S279	6.60 	6.30 	0.940 	10.800 	0.650 	26.2 	11.0 	2.40 	691	5.41 	3.44 	1.97 	CC1=CC2=C(C(OCC(CCCC)CC)=C(C=C(C3=C4C(C(N(CCCCCCC)C4=O)=O)=C(C)S3)O5)C5=C2OCC(CC)CCCC)O1
707	BDF(2EH/C8)	S279	7.40 	6.90 	0.970 	11.200 	0.680 	40.8 	13.4 	3.00 	705	5.41 	3.44 	1.97 	CC1=CC2=C(C(OCC(CCCC)CC)=C(C=C(C3=C4C(C(N(CCCCCCCC)C4=O)=O)=C(C)S3)O5)C5=C2OCC(CC)CCCC)O1
708	BDF(2EH/C9)	S279	7.30 	6.90 	0.930 	11.300 	0.690 	34.4 	13.0 	2.60 	719	5.41 	3.44 	1.97 	CC1=CC2=C(C(OCC(CCCC)CC)=C(C=C(C3=C4C(C(N(CCCCCCCCC)C4=O)=O)=C(C)S3)O5)C5=C2OCC(CC)CCCC)O1
709	BDF(2EH/C10)	S279	6.30 	5.90 	0.940 	11.200 	0.600 	36.1 	13.8 	2.60 	733	5.41 	3.44 	1.97 	CC1=CC2=C(C(OCC(CCCC)CC)=C(C=C(C3=C4C(C(N(CCCCCCCCCC)C4=O)=O)=C(C)S3)O5)C5=C2OCC(CC)CCCC)O1
710	BDT(2EH/C8)	S279	7.10 	6.70 	0.940 	12.000 	0.610 	49.0 	14.8 	3.30 	737	5.29 	3.44 	1.85 	CC1=CC2=C(C(OCC(CCCC)CC)=C(C=C(C3=C4C(C(N(CCCCCCCC)C4=O)=O)=C(C)S3)S5)C5=C2OCC(CC)CCCC)S1
711	P9	S280	4.61 	4.61 	0.800 	9.810 	0.587 	14.3 	11.3 	1.27 	1443	5.31 	3.61 	1.70 	CC1=CC2=C(C(C#C[Si](C(C)C)(C(C)C)C(C)C)=C(C=C(C3=CC(OCCCCCCCCCCCCCCCCCCCC)=C(C4=NC(SC(C5=C(OCCCCCCCCCCCCCCCCCCCC)C=C(C)S5)=N6)=C6S4)S3)O7)C7=C2C#C[Si](C(C)C)(C(C)C)C(C)C)O1
712	P1	S281	2.22 	2.22 	0.830 	5.280 	0.510 	68.0 	24.9 	2.73 	1517	5.25 	3.20 	1.67 	CC1=CC2=C(C(C3=CC(CCCCCCCC)=C(CCCCCCCC)S3)=C(C=C(C4=CC=C(C5=CC(F)=C(C6=CC=C(C)S6)C7=C5N=C(C8=CC(OCCCCCCCC)=CC=C8)C(C9=CC(OCCCCCCCC)=CC=C9)=N7)S4)O%10)C%10=C2C%11=CC(CCCCCCCC)=C(CCCCCCCC)S%11)O1
713	P2	S281	4.44 	4.44 	0.830 	8.740 	0.612 	203.4 	75.7 	2.69 	1535	5.30 	3.25 	1.68 	CC1=CC2=C(C(C3=CC(CCCCCCCC)=C(CCCCCCCC)S3)=C(C=C(C4=CC=C(C5=C(F)C(F)=C(C6=CC=C(C)S6)C7=C5N=C(C8=CC(OCCCCCCCC)=CC=C8)C(C9=CC(OCCCCCCCC)=CC=C9)=N7)S4)O%10)C%10=C2C%11=CC(CCCCCCCC)=C(CCCCCCCC)S%11)O1
714	PTDBD2	S282	7.60 	7.60 	0.890 	13.000 	0.653 	108.6 	38.5 	2.82 	978	5.24 	3.57 	1.67 	CC(S1)=CC2=C1C3=C(C(CC(CCCC)CCCC)=C(C4=C(C=C(C5=C6C(SC(C(OCC(CCCCCC)CCCC)=O)=C6F)=C(C)S5)S4)S7)C7=C3CC(CCCC)CCCC)S2
715	PTDBD3	S282	4.90 	4.90 	0.880 	10.700 	0.521 	105.5 	45.1 	2.34 	1063	5.30 	3.63 	1.67 	CC(S1)=CC2=C1C3=C(C(CC(CCCC)CCCC)=C(C4=C(C=C(C5=C6C(SC(C(OC(CC(CC)CCCC)CCC(CCCC)CC)=O)=C6F)=C(C)S5)S4)S7)C7=C3CC(CCCC)CCCC)S2
716	PTR5b	S283	5.00 	5.00 	0.650 	12.200 	0.630 	76.5 	35.6 	2.15 	1066	5.18 	3.28 	1.66 	CC(S1)=CC2=C1C3=C(C(OCC(CCCC)CCCCCC)=C(C4=C(C=C(C5=C6C(C(F)=C(C(OCC(CCCCCC)CCCC)=O)S6)=C(C)S5)S4)S7)C7=C3OCC(CCCCCC)CCCC)S2
717	PTR7a	S283	0.01 	0.01 	0.200 	0.280 	0.250 	19.8 	12.6 	1.57 	1317	5.20 	3.00 	1.77 	CC1=C(C(F)=C(C(OCC(CC)CCCC)=O)S2)C2=C(S1)C(S3)=CC(S4)=C3C(C4=C5OCC(CCCCCC)CCCC)=C(OCC(CCCC)CC)C6=C5C7=C(C8=C(OCC(CCCC)CC)C9=C(C=C(C)S9)C(OCC(CC)CCCC)=C8S7)S6
718	PTR7b	S283	0.08 	0.08 	0.300 	0.960 	0.288 	18.9 	12.3 	1.54 	1429	5.22 	2.99 	1.78 	CC1=C(C(F)=C(C(OCC(CCCCCC)CCCC)=O)S2)C2=C(S1)C(S3)=CC(S4)=C3C(C4=C5OCC(CCCCCC)CCCC)=C(OCC(CCCC)CCCCCC)C6=C5C7=C(C8=C(OCC(CCCC)CC)C9=C(C=C(C)S9)C(OCC(CC)CCCC)=C8S7)S6
719	PTR9a	S283	2.80 	2.80 	0.710 	7.230 	0.546 	28.8 	11.0 	2.62 	1679	5.23 	3.04 	1.84 	CC1=C(C(F)=C(C(OCC(CC)CCCC)=O)S2)C2=C(C(S3)=CC(C3=C4OC[C@H](CC)CCCC)=C(OCC(CCCC)CC)C(S5)=C4C(S6)=C5C(C6=C7OCC(CCCCCC)CCCC)=C(OCC(CCCC)CC)C8=C7C9=C(C%10=C(OCC(CCCC)CC)C%11=C(C=C(C)S%11)C(OCC(CC)CCCC)=C%10S9)S8)S1
720	PTR9b	S283	2.00 	2.00 	0.710 	5.220 	0.540 	41.5 	14.7 	2.82 	1791	5.32 	3.01 	1.83 	CC1=C(C(F)=C(C(OCC(CCCCCC)CCCC)=O)S2)C2=C(C(S3)=CC(C3=C4OC[C@H](CC)CCCC)=C(OCC(CCCC)CC)C(S5)=C4C(S6)=C5C(C6=C7OCC(CCCCCC)CCCC)=C(OCC(CCCC)CCCCCC)C8=C7C9=C(C%10=C(OCC(CCCC)CC)C%11=C(C=C(C)S%11)C(OCC(CC)CCCC)=C%10S9)S8)S1
721	pDTBDT-TTEH	S284	6.74 	6.50 	0.720 	15.770 	0.594 	80.0 	37.0 	2.16 	1319	5.29 	3.66 	1.63 	CC(S1)=CC2=C1C3=C(C(C4=CC(CCCCCCCCCC)=C(CCCCCCCCCC)S4)=C(C5=C(C=C(C6=C7C(C=C(C(C(CC)CCCC)=O)S7)=C(C)S6)S5)S8)C8=C3C9=CC(CCCCCCCCCC)=C(CCCCCCCCCC)S9)S2
722	pDTBDT-DTPD	S284	2.83 	2.70 	0.790 	6.640 	0.539 	42.0 	25.0 	1.68 	1374	5.53 	3.87 	1.66 	CC(S1)=CC2=C1C3=C(C(C4=CC(CCCCCCCCCC)=C(CCCCCCCCCC)S4)=C(C5=C(C=C(C6=C7C(C8=C(C(N(CCCCCCCC)C8=O)=O)S7)=C(C)S6)S5)S9)C9=C3C%10=CC(CCCCCCCCCC)=C(CCCCCCCCCC)S%10)S2
723	PBT-HD-DPP-C16	S285	2.42 	2.42 	0.620 	6.410 	0.609 	15.2 	9.7 	1.58 	1557	5.13 	3.65 	1.48 	CC(S1)=CC2=C1C3=C(C(OCC(CCCCCCCC)CCCCCC)=C(C4=C(C=C(C5=CC=C(C6=C7C(C(N6CC(CCCCCCCC)CCCCCC)=O)=C(C8=CC=C(C)S8)N(CC(CCCCCC)CCCCCCCC)C7=O)S5)S4)S9)C9=C3OCC(CCCCCC)CCCCCCCC)S2
724	PBT-T-DPP-C12	S285	5.19 	5.19 	0.650 	12.610 	0.634 	34.4 	20.6 	1.67 	1689	5.19 	3.72 	1.47 	CC(S1)=CC2=C1C3=C(C(C4=CC(CCCCCCCCCC)=C(CCCCCCCCCC)S4)=C(C5=C(C=C(C6=CC=C(C7=C8C(C(N7CC(CCCC)CCCCCC)=O)=C(C9=CC=C(C)S9)N(CC(CCCCCC)CCCC)C8=O)S6)S5)S%10)C%10=C3C%11=CC(CCCCCCCCCC)=C(CCCCCCCCCC)S%11)S2
725	PBT-TIPS-DPP-C16	S285	6.39 	6.39 	0.750 	13.900 	0.613 	27.6 	16.2 	1.71 	1437	5.25 	3.80 	1.45 	CC(S1)=CC2=C1C3=C(C(C#C[Si](C(C)C)(C(C)C)C(C)C)=C(C4=C(C=C(C5=CC=C(C6=C7C(C(N6CC(CCCCCCCC)CCCCCC)=O)=C(C8=CC=C(C)S8)N(CC(CCCCCC)CCCCCCCC)C7=O)S5)S4)S9)C9=C3C#C[Si](C(C)C)(C(C)C)C(C)C)S2
726	PDPPBDT	S286	3.31 	3.28 	0.741 	7.330 	0.610 	683.2 	122.0 	5.60 	1445	5.37 	3.39 	1.51 	O=C(N1CC(CCCCCCCCCC)CCCCCCCCCCCC)C(C2=C1C3=CC=C(S3)C4=CC(C(OCC(CC)CCCC)=C(SC(C)=C5)C5=C6OCC(CCCC)CC)=C6S4)=C(C7=CC=C(C)S7)N(CC(CCCCCCCCCCCC)CCCCCCCCCC)C2=O
727	PDPPDTT	S286	6.11 	5.94 	0.700 	13.640 	0.640 	64.5 	43.0 	1.50 	1195	5.36 	3.59 	1.43 	O=C(N1CC(CCCCCCCCCC)CCCCCCCCCCCC)C(C2=C1C3=CC=C(S3)C(S4)=CC5=C4C6=C(C=C(C)S6)S5)=C(C7=CC=C(C)S7)N(CC(CCCCCCCCCCCC)CCCCCCCCCC)C2=O
728	PDPPDTBDT	S286	4.75 	4.69 	0.745 	9.800 	0.650 	75.4 	29.0 	2.60 	1553	5.35 	3.35 	1.50 	CC(S1)=CC2=C1C3=C(C(CC(CC)CCCCC)=C(C4=C(C=C(C5=CC=C(C6=C7C(C(N6CC(CCCCCCCCCC)CCCCCCCCCCCC)=O)=C(C8=CC=C(C)S8)N(CC(CCCCCCCCCCCC)CCCCCCCCCC)C7=O)S5)S4)S9)C9=C3CC(CCCCC)CC)S2
729	PDTBDT-ID	S287	4.43 	4.43 	0.700 	12.580 	0.503 	25.8 	14.7 	1.76 	1295	5.38 	3.80 	1.58 	CC(S1)=CC2=C1C3=C(C(OCC(CC)CCCC)=C(C4=C(C=C(C5=CC=C(/C(C(N6CC(CCCCCC)CCCCCCCC)=O)=C7C(C=CC(C)=C8)=C8N(CC(CCCCCC)CCCCCCCC)C/7=O)C6=C5)S4)S9)C9=C3OCC(CCCC)CC)S2
730	PDTBDT-DTNT	S288	7.52 	7.52 	0.650 	17.510 	0.660 	62.0 	26.4 	2.35 	1629	5.51 	3.90 	1.58 	CC(S1)=CC2=C1C3=C(C(C4=CC(CCCCCCCCCC)=C(CCCCCCCCCC)S4)=C(C5=C(C=C(C6=C(CCCCCC)C=C(C7=CC(C8=NSN=C8C(C9=CC(CCCCCC)=C(C)S9)=C%10)=C%10C%11=NSN=C%117)S6)S5)S%12)C%12=C3C%13=CC(CCCCCCCCCC)=C(CCCCCCCCCC)S%13)S2
731	PDTP-DTBDT	S289	6.81 	6.81 	0.830 	15.100 	0.543 	85.2 	46.3 	1.84 	1677	5.44 	3.01 	1.85 	CC(S1)=CC2=C1C3=C(C(C4=CC(CCCCCCCCCC)=C(CCCCCCCCCC)S4)=C(C5=C(C=C(C6=C(CCCCCCCCCCCC)C([P@](C7=C8SC(C)=C7CCCCCCCCCCCC)(C9=CC=CC=C9)=O)=C8S6)S5)S%10)C%10=C3C%11=CC(CCCCCCCCCC)=C(CCCCCCCCCC)S%11)S2
732	P(Ge-DTBT)	S290	3.51 	3.35 	0.660 	7.950 	0.680 	97.5 	39.0 	2.50 	1127	5.05 	3.27 	1.56 	CC1=CC([Ge](CC(CCCCCCCCCC)CCCCCCCC)(CC(CCCCCCCC)CCCCCCCCCC)C2=C3SC(C4=CC=C(C5=CC=C(C6=CC=C(C)S6)C7=NSN=C75)S4)=C2)=C3S1
733	P(Ge-DTCNBT)	S290	6.55 	6.03 	0.680 	14.830 	0.700 	109.2 	42.0 	2.60 	1152	5.11 	3.54 	1.40 	CC1=CC([Ge](CC(CCCCCCCCCC)CCCCCCCC)(CC(CCCCCCCC)CCCCCCCCCC)C2=C3SC(C4=CC=C(C5=CC(C#N)=C(C6=CC=C(C)S6)C7=NSN=C75)S4)=C2)=C3S1
734	P(Ge-CTDCNBT)	S290	0.63 	0.39 	0.680 	2.990 	0.360 	44.4 	20.5 	2.20 	1177	5.14 	3.77 	1.27 	CC1=CC([Ge](CC(CCCCCCCCCC)CCCCCCCC)(CC(CCCCCCCC)CCCCCCCCCC)C2=C3SC(C4=CC=C(C5=C(C#N)C(C#N)=C(C6=CC=C(C)S6)C7=NSN=C75)S4)=C2)=C3S1
735	TBTIT-h	S291	9.10 	9.10 	0.720 	17.700 	0.710 	546.0 	151.0 	3.60 	1269	5.10 	3.50 	1.60 	CC1=CC(SC2=C3C=C4C(/C(C(N4CC(CCCCCCCCCC)CCCCCCCCCCCC)=O)=C5C(N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C6=C\5C=C7C(C(SC(C8=CC=C(C)S8)=C9)=C9S7)=C6)=O)=C2)=C3S1
736	TBTIT-i	S291	5.30 	5.30 	0.730 	13.600 	0.540 	91.0 	33.0 	2.70 	1269	5.20 	3.60 	1.60 	CC1=CC(SC2=C3C=C4C(/C(C(N4CC(CCCCCCCCCC)CCCCCCCCCCCC)=O)=C5C(N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C6=C\5C=C7C(C(SC(C8=CC=C(C)S8)=C9)=C9S7)=C6)=O)=C2)=C3S1
